GET http://localhost:8090/ name=http://localhost:8090/ type=serv linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=11230 notes=4 sig=0x4c46da08
GET http://localhost:8090/wavsep/ name=wavsep type=dir linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=1504 notes=2 sig=0x2aeb8728
GET http://localhost:8090/wavsep/active/ name=active type=dir linked=yes browsers=0 browser_used=FAST dup=0 returns_404 code=404 len=1022 notes=0 sig=0x96fdadc1
GET http://localhost:8090/wavsep/active/SQL-Injection/ name=SQL-Injection type=dir linked=yes browsers=0 browser_used=FAST dup=0 returns_404 code=404 len=1050 notes=0 sig=0xf41aebf1
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-500Error/ name=SInjection-Detection-Evaluation-GET-500Error type=dir linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=19951 notes=2 sig=0x582bfed3
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-500Error/text%2Fhtml%3Bcharset%3DISO-8859-1/ name=text/html;charset=ISO-8859-1 type=dir linked=no browsers=0 browser_used=FAST dup=0 code=400 len=0 notes=3 sig=0xfff9842a
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-500Error/text%2Fhtml%3Bcharset%3DISO-8859-1.jsp/ name=text/html;charset=ISO-8859-1.jsp type=dir linked=no browsers=0 browser_used=FAST dup=1 code=400 len=0 notes=3 sig=0xfff9842a
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-500Error/Case01-InjectionInLogin-String-LoginBypass-WithErrors.jsp name=Case01-InjectionInLogin-String-LoginBypass-WithErrors.jsp type=file linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=644 notes=2 sig=0x5ad4cd2d
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-500Error/Case01-InjectionInLogin-String-LoginBypass-WithErrors.jsp?username=textvalue&password=textvalue2 name=password type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=347 notes=3 sig=0x28f78809
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-500Error/Case01-InjectionInLogin-String-LoginBypass-WithErrors.jsp?username=textvalue&password=textvalue2 name=username type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=347 notes=3 sig=0x28f78809
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-500Error/Case02-InjectionInSearch-String-UnionExploit-WithErrors.jsp name=Case02-InjectionInSearch-String-UnionExploit-WithErrors.jsp type=file linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=582 notes=2 sig=0x4ba13646
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-500Error/Case02-InjectionInSearch-String-UnionExploit-WithErrors.jsp?msg=textvalue name=msg type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=466 notes=3 sig=0x29090888
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-500Error/Case02-InjectionInSearch-String-UnionExploit-WithErrors.jsp?msg=Hello name=Hello type=value linked=no browsers=0 browser_used=FAST dup=0 code=200 len=729 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-500Error/Case03-InjectionInCalc-String-BooleanExploit-WithErrors.jsp name=Case03-InjectionInCalc-String-BooleanExploit-WithErrors.jsp type=file linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=611 notes=2 sig=0x529887c9
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-500Error/Case03-InjectionInCalc-String-BooleanExploit-WithErrors.jsp?username=textvalue name=username type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=350 notes=3 sig=0x28f78809
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-500Error/Case04-InjectionInUpdate-String-CommandInjection-WithErrors.jsp name=Case04-InjectionInUpdate-String-CommandInjection-WithErrors.jsp type=file linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=590 notes=2 sig=0x4bb53649
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-500Error/Case04-InjectionInUpdate-String-CommandInjection-WithErrors.jsp?msg=textvalue name=msg type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=351 notes=3 sig=0xf6c75cbc
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-500Error/Case04-InjectionInUpdate-String-CommandInjection-WithErrors.jsp?msg=Case01-InjectionInLogin-String-LoginBypass-WithErrors name=Case01-InjectionInLogin-String-LoginBypass-WithErrors type=value linked=no browsers=0 browser_used=FAST dup=0 code=500 len=1270 notes=2 sig=0xff7ed75d
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-500Error/Case04-InjectionInUpdate-String-CommandInjection-WithErrors.jsp?msg=Case02-InjectionInSearch-String-UnionExploit-WithErrors name=Case02-InjectionInSearch-String-UnionExploit-WithErrors type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1270 notes=2 sig=0xff7ed75d
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-500Error/Case04-InjectionInUpdate-String-CommandInjection-WithErrors.jsp?msg=Case03-InjectionInCalc-String-BooleanExploit-WithErrors name=Case03-InjectionInCalc-String-BooleanExploit-WithErrors type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1270 notes=2 sig=0xff7ed75d
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-500Error/Case04-InjectionInUpdate-String-CommandInjection-WithErrors.jsp?msg=Case04-InjectionInUpdate-String-CommandInjection-WithErrors name=Case04-InjectionInUpdate-String-CommandInjection-WithErrors type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1270 notes=2 sig=0xff7ed75d
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-500Error/Case04-InjectionInUpdate-String-CommandInjection-WithErrors.jsp?msg=Case06-InjectionInView-Numeric-PermissionBypass-WithErrors name=Case06-InjectionInView-Numeric-PermissionBypass-WithErrors type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1270 notes=2 sig=0xff7ed75d
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-500Error/Case04-InjectionInUpdate-String-CommandInjection-WithErrors.jsp?msg=Case07-InjectionInSearch-Numeric-UnionExploit-WithErrors name=Case07-InjectionInSearch-Numeric-UnionExploit-WithErrors type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1270 notes=2 sig=0xff7ed75d
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-500Error/Case04-InjectionInUpdate-String-CommandInjection-WithErrors.jsp?msg=Case08-InjectionInCalc-Numeric-BooleanExploit-WithErrors name=Case08-InjectionInCalc-Numeric-BooleanExploit-WithErrors type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1270 notes=2 sig=0xff7ed75d
