GET http://localhost:8090/ name=http://localhost:8090/ type=serv linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=11230 notes=3 sig=0xd1d054ce
GET http://localhost:8090/wavsep/ name=wavsep type=dir linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=1504 notes=2 sig=0x29da83c1
GET http://localhost:8090/wavsep/active/ name=active type=dir linked=yes browsers=0 browser_used=FAST dup=0 returns_404 code=404 len=1022 notes=0 sig=0x169807c
GET http://localhost:8090/wavsep/active/RFI/ name=RFI type=dir linked=yes browsers=0 browser_used=FAST dup=0 returns_404 code=404 len=1030 notes=0 sig=0x1698073
GET http://localhost:8090/wavsep/active/RFI/RFI-Detection-Evaluation-GET-500Error/ name=RFI-Detection-Evaluation-GET-500Error type=dir linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=20957 notes=2 sig=0x79ba1d46
GET http://localhost:8090/wavsep/active/RFI/RFI-Detection-Evaluation-GET-500Error// name= type=dir linked=no browsers=0 browser_used=FAST dup=0 code=200 len=20958 notes=1 sig=0xfffbffff
GET http://localhost:8090/wavsep/active/RFI/RFI-Detection-Evaluation-GET-500Error/Case01-RFI-UrlClass-FilenameContext-Unrestricted-HttpURL-DefaultFullInput-AnyPathReq-Read.jsp name=Case01-RFI-UrlClass-FilenameContext-Unrestricted-HttpURL-DefaultFullInput-AnyPathReq-Read.jsp type=file linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=1878 notes=2 sig=0x9ce41b2d
GET http://localhost:8090/wavsep/active/RFI/RFI-Detection-Evaluation-GET-500Error/Case01-RFI-UrlClass-FilenameContext-Unrestricted-HttpURL-DefaultFullInput-AnyPathReq-Read.jsp?target=http://localhost:8090/wavsep/active/RFI/RFI-Detection-Evaluation-GET-500Error/content.ini name=target type=param linked=yes browsers=0 browser_used=FAST dup=0 code=500 len=1168 notes=7 sig=0x839d335d
GET http://localhost:8090/wavsep/active/RFI/RFI-Detection-Evaluation-GET-500Error/Case01-RFI-UrlClass-FilenameContext-Unrestricted-HttpURL-DefaultFullInput-AnyPathReq-Read.jsp?target=http://localhost:8080/wavsep/active/RFI/RFI-Detection-Evaluation-GET-500Error/content.ini name=http://localhost:8080/wavsep/active/RFI/RFI-Detection-Evaluation-GET-500Error/content.ini type=value linked=no browsers=0 browser_used=FAST dup=0 code=200 len=4340 notes=2 sig=0x6bdbfc85
GET http://localhost:8090/wavsep/active/RFI/RFI-Detection-Evaluation-GET-500Error/Case02-RFI-UrlClass-FilenameContext-Unrestricted-HttpURL-DefaultRelativeInput-AnyPathReq-Read.jsp name=Case02-RFI-UrlClass-FilenameContext-Unrestricted-HttpURL-DefaultRelativeInput-AnyPathReq-Read.jsp type=file linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=1812 notes=2 sig=0x9ceb1b2e
GET http://localhost:8090/wavsep/active/RFI/RFI-Detection-Evaluation-GET-500Error/Case02-RFI-UrlClass-FilenameContext-Unrestricted-HttpURL-DefaultRelativeInput-AnyPathReq-Read.jsp?target=content.ini name=target type=param linked=yes browsers=0 browser_used=FAST dup=0 code=500 len=1168 notes=3 sig=0x3030d362
GET http://localhost:8090/wavsep/active/RFI/RFI-Detection-Evaluation-GET-500Error/Case03-RFI-UrlClass-FilenameContext-Unrestricted-HttpURL-DefaultInvalidInput-AnyPathReq-Read.jsp name=Case03-RFI-UrlClass-FilenameContext-Unrestricted-HttpURL-DefaultInvalidInput-AnyPathReq-Read.jsp type=file linked=yes browsers=0 browser_used=FAST dup=1 code=200 len=1891 notes=2 sig=0x9ceb1b2e
GET http://localhost:8090/wavsep/active/RFI/RFI-Detection-Evaluation-GET-500Error/Case03-RFI-UrlClass-FilenameContext-Unrestricted-HttpURL-DefaultInvalidInput-AnyPathReq-Read.jsp?target=http://localhost:8090/wavsep/active/RFI/RFI-Detection-Evaluation-GET-500Error/none892j3kd.txt name=target type=param linked=yes browsers=0 browser_used=FAST dup=0 code=500 len=1168 notes=3 sig=0xa56af716
GET http://localhost:8090/wavsep/active/RFI/RFI-Detection-Evaluation-GET-500Error/Case04-RFI-UrlClass-FilenameContext-Unrestricted-HttpURL-DefaultEmptyInput-AnyPathReq-Read.jsp name=Case04-RFI-UrlClass-FilenameContext-Unrestricted-HttpURL-DefaultEmptyInput-AnyPathReq-Read.jsp type=file linked=yes browsers=0 browser_used=FAST dup=1 code=200 len=1792 notes=2 sig=0x9ceb1b2e
GET http://localhost:8090/wavsep/active/RFI/RFI-Detection-Evaluation-GET-500Error/Case04-RFI-UrlClass-FilenameContext-Unrestricted-HttpURL-DefaultEmptyInput-AnyPathReq-Read.jsp?target= name=target type=param linked=yes browsers=0 browser_used=FAST dup=0 code=500 len=1168 notes=3 sig=0xa56af716
GET http://localhost:8090/wavsep/active/RFI/RFI-Detection-Evaluation-GET-500Error/Case05-RFI-UrlClass-FilenameContext-Unrestricted-HttpURL-DefaultFullInput-NoProtocolReq-Read.jsp name=Case05-RFI-UrlClass-FilenameContext-Unrestricted-HttpURL-DefaultFullInput-NoProtocolReq-Read.jsp type=file linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=1880 notes=2 sig=0x9cd91b1c
GET http://localhost:8090/wavsep/active/RFI/RFI-Detection-Evaluation-GET-500Error/Case05-RFI-UrlClass-FilenameContext-Unrestricted-HttpURL-DefaultFullInput-NoProtocolReq-Read.jsp?target=localhost:8090/wavsep/active/RFI/RFI-Detection-Evaluation-GET-500Error/content.ini name=target type=param linked=yes browsers=0 browser_used=FAST dup=0 code=500 len=1168 notes=3 sig=0x7c31c87
GET http://localhost:8090/wavsep/active/RFI/RFI-Detection-Evaluation-GET-500Error/Case05-RFI-UrlClass-FilenameContext-Unrestricted-HttpURL-DefaultFullInput-NoProtocolReq-Read.jsp?target=01 name=01 type=value linked=no browsers=0 browser_used=FAST dup=0 code=500 len=1232 notes=2 sig=0xff7ed75d
GET http://localhost:8090/wavsep/active/RFI/RFI-Detection-Evaluation-GET-500Error/Case05-RFI-UrlClass-FilenameContext-Unrestricted-HttpURL-DefaultFullInput-NoProtocolReq-Read.jsp?target=02 name=02 type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1232 notes=2 sig=0xff7ed75d
GET http://localhost:8090/wavsep/active/RFI/RFI-Detection-Evaluation-GET-500Error/Case05-RFI-UrlClass-FilenameContext-Unrestricted-HttpURL-DefaultFullInput-NoProtocolReq-Read.jsp?target=02062011 name=02062011 type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1232 notes=2 sig=0xff7ed75d
GET http://localhost:8090/wavsep/active/RFI/RFI-Detection-Evaluation-GET-500Error/Case05-RFI-UrlClass-FilenameContext-Unrestricted-HttpURL-DefaultFullInput-NoProtocolReq-Read.jsp?target=04 name=04 type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1232 notes=2 sig=0xff7ed75d
GET http://localhost:8090/wavsep/active/RFI/RFI-Detection-Evaluation-GET-500Error/Case05-RFI-UrlClass-FilenameContext-Unrestricted-HttpURL-DefaultFullInput-NoProtocolReq-Read.jsp?target=05 name=05 type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1232 notes=2 sig=0xff7ed75d
GET http://localhost:8090/wavsep/active/RFI/RFI-Detection-Evaluation-GET-500Error/Case05-RFI-UrlClass-FilenameContext-Unrestricted-HttpURL-DefaultFullInput-NoProtocolReq-Read.jsp?target=06 name=06 type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1232 notes=2 sig=0xff7ed75d
GET http://localhost:8090/wavsep/active/RFI/RFI-Detection-Evaluation-GET-500Error/Case05-RFI-UrlClass-FilenameContext-Unrestricted-HttpURL-DefaultFullInput-NoProtocolReq-Read.jsp?target=07 name=07 type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1232 notes=2 sig=0xff7ed75d
GET http://localhost:8090/wavsep/active/RFI/RFI-Detection-Evaluation-GET-500Error/Case05-RFI-UrlClass-FilenameContext-Unrestricted-HttpURL-DefaultFullInput-NoProtocolReq-Read.jsp?target=09 name=09 type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1232 notes=2 sig=0xff7ed75d
GET http://localhost:8090/wavsep/active/RFI/RFI-Detection-Evaluation-GET-500Error/Case05-RFI-UrlClass-FilenameContext-Unrestricted-HttpURL-DefaultFullInput-NoProtocolReq-Read.jsp?target=1 name=1 type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1232 notes=2 sig=0xff7ed75d
GET http://localhost:8090/wavsep/active/RFI/RFI-Detection-Evaluation-GET-500Error/Case05-RFI-UrlClass-FilenameContext-Unrestricted-HttpURL-DefaultFullInput-NoProtocolReq-Read.jsp?target=10 name=10 type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1232 notes=2 sig=0xff7ed75d
GET http://localhost:8090/wavsep/active/RFI/RFI-Detection-Evaluation-GET-500Error/Case05-RFI-UrlClass-FilenameContext-Unrestricted-HttpURL-DefaultFullInput-NoProtocolReq-Read.jsp?target=11 name=11 type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1232 notes=2 sig=0xff7ed75d
GET http://localhost:8090/wavsep/active/RFI/RFI-Detection-Evaluation-GET-500Error/Case05-RFI-UrlClass-FilenameContext-Unrestricted-HttpURL-DefaultFullInput-NoProtocolReq-Read.jsp?target=12 name=12 type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1232 notes=2 sig=0xff7ed75d
GET http://localhost:8090/wavsep/active/RFI/RFI-Detection-Evaluation-GET-500Error/Case05-RFI-UrlClass-FilenameContext-Unrestricted-HttpURL-DefaultFullInput-NoProtocolReq-Read.jsp?target=14 name=14 type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1232 notes=2 sig=0xff7ed75d
GET http://localhost:8090/wavsep/active/RFI/RFI-Detection-Evaluation-GET-500Error/Case05-RFI-UrlClass-FilenameContext-Unrestricted-HttpURL-DefaultFullInput-NoProtocolReq-Read.jsp?target=14001 name=14001 type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1232 notes=2 sig=0xff7ed75d
GET http://localhost:8090/wavsep/active/RFI/RFI-Detection-Evaluation-GET-500Error/Case05-RFI-UrlClass-FilenameContext-Unrestricted-HttpURL-DefaultFullInput-NoProtocolReq-Read.jsp?target=15 name=15 type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1232 notes=2 sig=0xff7ed75d
GET http://localhost:8090/wavsep/active/RFI/RFI-Detection-Evaluation-GET-500Error/Case05-RFI-UrlClass-FilenameContext-Unrestricted-HttpURL-DefaultFullInput-NoProtocolReq-Read.jsp?target=16 name=16 type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1232 notes=2 sig=0xff7ed75d
GET http://localhost:8090/wavsep/active/RFI/RFI-Detection-Evaluation-GET-500Error/Case05-RFI-UrlClass-FilenameContext-Unrestricted-HttpURL-DefaultFullInput-NoProtocolReq-Read.jsp?target=18 name=18 type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1232 notes=2 sig=0xff7ed75d
GET http://localhost:8090/wavsep/active/RFI/RFI-Detection-Evaluation-GET-500Error/Case05-RFI-UrlClass-FilenameContext-Unrestricted-HttpURL-DefaultFullInput-NoProtocolReq-Read.jsp?target=2 name=2 type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1232 notes=2 sig=0xff7ed75d
