GET http://localhost:8090/ name=http://localhost:8090/ type=serv linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=11230 notes=4 sig=0x4e39daf4
GET http://localhost:8090/wavsep/ name=wavsep type=dir linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=1504 notes=2 sig=0x289c87d4
GET http://localhost:8090/wavsep/active/ name=active type=dir linked=yes browsers=0 browser_used=FAST dup=0 returns_404 code=404 len=1022 notes=0 sig=0x948ead25
GET http://localhost:8090/wavsep/active/SQL-Injection/ name=SQL-Injection type=dir linked=yes browsers=0 browser_used=FAST dup=0 returns_404 code=404 len=1050 notes=0 sig=0x381a77f2
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Error/ name=SInjection-Detection-Evaluation-GET-200Error type=dir linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=20075 notes=2 sig=0x7aa5e13e
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Error/text%2Fhtml/ name=text/html type=dir linked=no browsers=0 browser_used=FAST dup=0 code=400 len=0 notes=2 sig=0xfffad75f
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Error/text%2Fhtml.jsp/ name=text/html.jsp type=dir linked=no browsers=0 browser_used=FAST dup=1 code=400 len=0 notes=2 sig=0xfffad75f
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Error/Case01-InjectionInLogin-String-LoginBypass-With200Errors.jsp name=Case01-InjectionInLogin-String-LoginBypass-With200Errors.jsp type=file linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=647 notes=2 sig=0x5adacd2d
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Error/Case01-InjectionInLogin-String-LoginBypass-With200Errors.jsp?username=textvalue&password=textvalue2 name=password type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=347 notes=2 sig=0x28f62a84
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Error/Case01-InjectionInLogin-String-LoginBypass-With200Errors.jsp?username=textvalue&password=textvalue2 name=username type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=347 notes=2 sig=0x28f62a84
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Error/Case02-InjectionInSearch-String-UnionExploit-With200Errors.jsp name=Case02-InjectionInSearch-String-UnionExploit-With200Errors.jsp type=file linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=585 notes=2 sig=0x4ba03647
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Error/Case02-InjectionInSearch-String-UnionExploit-With200Errors.jsp?msg=textvalue name=msg type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=466 notes=2 sig=0x133ad89a
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Error/Case02-InjectionInSearch-String-UnionExploit-With200Errors.jsp?msg=Hello name=Hello type=value linked=no browsers=0 browser_used=FAST dup=0 code=200 len=647 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Error/Case02-InjectionInSearch-String-UnionExploit-With200Errors.jsp?msg=Methods name=Methods type=value linked=no browsers=0 browser_used=FAST dup=0 code=200 len=544 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Error/Case03-InjectionInCalc-String-BooleanExploit-With200Errors.jsp name=Case03-InjectionInCalc-String-BooleanExploit-With200Errors.jsp type=file linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=614 notes=2 sig=0x529987c9
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Error/Case03-InjectionInCalc-String-BooleanExploit-With200Errors.jsp?username=textvalue name=username type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=350 notes=2 sig=0x28f62a84
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Error/Case04-InjectionInUpdate-String-CommandInjection-With200Errors.jsp name=Case04-InjectionInUpdate-String-CommandInjection-With200Errors.jsp type=file linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=593 notes=2 sig=0x4ba03645
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Error/Case04-InjectionInUpdate-String-CommandInjection-With200Errors.jsp?msg=textvalue name=msg type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=351 notes=2 sig=0x28f62a84
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Error/Case05-InjectionInSearchOrderBy-String-BinaryDeliberateRuntimeError-With200Errors.jsp name=Case05-InjectionInSearchOrderBy-String-BinaryDeliberateRuntimeError-With200Errors.jsp type=file linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=690 notes=2 sig=0x534607e8
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Error/Case05-InjectionInSearchOrderBy-String-BinaryDeliberateRuntimeError-With200Errors.jsp?orderby=msgid name=orderby type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=746 notes=3 sig=0xd1f830c7
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Error/Case05-InjectionInSearchOrderBy-String-BinaryDeliberateRuntimeError-With200Errors.jsp?orderby=and name=and type=value linked=no browsers=0 browser_used=FAST dup=0 code=200 len=581 notes=2 sig=0x429119f2
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Error/Case05-InjectionInSearchOrderBy-String-BinaryDeliberateRuntimeError-With200Errors.jsp?orderby=BY name=BY type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=580 notes=2 sig=0x429119f2
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Error/Case05-InjectionInSearchOrderBy-String-BinaryDeliberateRuntimeError-With200Errors.jsp?orderby=Case name=Case type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=578 notes=2 sig=0x429119f2
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Error/Case05-InjectionInSearchOrderBy-String-BinaryDeliberateRuntimeError-With200Errors.jsp?orderby=change name=change type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=584 notes=2 sig=0x429119f2
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Error/Case05-InjectionInSearchOrderBy-String-BinaryDeliberateRuntimeError-With200Errors.jsp?orderby=char name=char type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=578 notes=2 sig=0x429119f2
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Error/Case05-InjectionInSearchOrderBy-String-BinaryDeliberateRuntimeError-With200Errors.jsp?orderby=check name=check type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=583 notes=2 sig=0x429119f2
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Error/Case05-InjectionInSearchOrderBy-String-BinaryDeliberateRuntimeError-With200Errors.jsp?orderby=column name=column type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=584 notes=2 sig=0x429119f2
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Error/Case05-InjectionInSearchOrderBy-String-BinaryDeliberateRuntimeError-With200Errors.jsp?orderby=Double name=Double type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=584 notes=2 sig=0x429119f2
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Error/Case05-InjectionInSearchOrderBy-String-BinaryDeliberateRuntimeError-With200Errors.jsp?orderby=EXISTS name=EXISTS type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=578 notes=2 sig=0x429119f2
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Error/Case05-InjectionInSearchOrderBy-String-BinaryDeliberateRuntimeError-With200Errors.jsp?orderby=for name=for type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=581 notes=2 sig=0x429119f2
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Error/Case05-InjectionInSearchOrderBy-String-BinaryDeliberateRuntimeError-With200Errors.jsp?orderby=GET name=GET type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=581 notes=2 sig=0x429119f2
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Error/Case05-InjectionInSearchOrderBy-String-BinaryDeliberateRuntimeError-With200Errors.jsp?orderby=in name=in type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=580 notes=2 sig=0x429119f2
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Error/Case05-InjectionInSearchOrderBy-String-BinaryDeliberateRuntimeError-With200Errors.jsp?orderby=Index name=Index type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=583 notes=2 sig=0x429119f2
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Error/Case05-InjectionInSearchOrderBy-String-BinaryDeliberateRuntimeError-With200Errors.jsp?orderby=into name=into type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=582 notes=2 sig=0x429119f2
