GET http://localhost:8090/ name=http://localhost:8090/ type=serv linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=11230 notes=2 sig=0x133d4949
GET http://localhost:8090/wavsep/ name=wavsep type=dir linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=1504 notes=2 sig=0x290c8396
GET http://localhost:8090/wavsep/active/ name=active type=dir linked=yes browsers=0 browser_used=FAST dup=0 returns_404 code=404 len=1022 notes=0 sig=0x951ea963
GET http://localhost:8090/wavsep/active/SQL-Injection/ name=SQL-Injection type=dir linked=yes browsers=0 browser_used=FAST dup=0 returns_404 code=404 len=1050 notes=0 sig=0x951ea962
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-FalsePositives-GET/ name=SInjection-FalsePositives-GET type=dir linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=9707 notes=1 sig=0x1bcfea24
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-FalsePositives-GET/text%2Fhtml%3Bcharset%3DISO-8859-1/ name=text/html;charset=ISO-8859-1 type=dir linked=no browsers=0 browser_used=FAST dup=0 code=400 len=0 notes=3 sig=0xfff9842a
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-FalsePositives-GET/text%2Fhtml%3Bcharset%3DISO-8859-1.jsp/ name=text/html;charset=ISO-8859-1.jsp type=dir linked=no browsers=0 browser_used=FAST dup=1 code=400 len=0 notes=3 sig=0xfff9842a
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-FalsePositives-GET/Case01-FalsePositiveInjectionInLogin-PsAndIv-500ErrorOnIvFailure.jsp name=Case01-FalsePositiveInjectionInLogin-PsAndIv-500ErrorOnIvFailure.jsp type=file linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=705 notes=2 sig=0x5ad4cd29
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-FalsePositives-GET/Case01-FalsePositiveInjectionInLogin-PsAndIv-500ErrorOnIvFailure.jsp?username=textvalue&password=textvalue2 name=password type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=397 notes=1 sig=0x40512d00
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-FalsePositives-GET/Case01-FalsePositiveInjectionInLogin-PsAndIv-500ErrorOnIvFailure.jsp?username=textvalue&password=SInjection-FalsePositives-GET name=SInjection-FalsePositives-GET type=value linked=no browsers=0 browser_used=FAST dup=0 code=500 len=1146 notes=2 sig=0xff7ed75d
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-FalsePositives-GET/Case01-FalsePositiveInjectionInLogin-PsAndIv-500ErrorOnIvFailure.jsp?username=textvalue&password=SQL-Injection name=SQL-Injection type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1146 notes=2 sig=0xff7ed75d
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-FalsePositives-GET/Case01-FalsePositiveInjectionInLogin-PsAndIv-500ErrorOnIvFailure.jsp?username=textvalue&password=textvalue2 name=username type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=397 notes=1 sig=0x40512d00
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-FalsePositives-GET/Case01-FalsePositiveInjectionInLogin-PsAndIv-500ErrorOnIvFailure.jsp?username=SInjection-FalsePositives-GET&password=textvalue2 name=SInjection-FalsePositives-GET type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1146 notes=2 sig=0xff7ed75d
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-FalsePositives-GET/Case01-FalsePositiveInjectionInLogin-PsAndIv-500ErrorOnIvFailure.jsp?username=SQL-Injection&password=textvalue2 name=SQL-Injection type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1146 notes=2 sig=0xff7ed75d
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-FalsePositives-GET/Case02-FalsePositiveInjectionInLogin-PsAndIv-500SyntaxErrorOnIvFailure.jsp name=Case02-FalsePositiveInjectionInLogin-PsAndIv-500SyntaxErrorOnIvFailure.jsp type=file linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=729 notes=2 sig=0x5ad2cd29
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-FalsePositives-GET/Case02-FalsePositiveInjectionInLogin-PsAndIv-500SyntaxErrorOnIvFailure.jsp?username=textvalue&password=textvalue2 name=password type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=415 notes=2 sig=0xa065d91
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-FalsePositives-GET/Case02-FalsePositiveInjectionInLogin-PsAndIv-500SyntaxErrorOnIvFailure.jsp?username=textvalue&password=SInjection-FalsePositives-GET name=SInjection-FalsePositives-GET type=value linked=no browsers=0 browser_used=FAST dup=0 code=500 len=1166 notes=3 sig=0xb52fa7cc
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-FalsePositives-GET/Case02-FalsePositiveInjectionInLogin-PsAndIv-500SyntaxErrorOnIvFailure.jsp?username=textvalue&password=SQL-Injection name=SQL-Injection type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1166 notes=3 sig=0xb52fa7cc
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-FalsePositives-GET/Case02-FalsePositiveInjectionInLogin-PsAndIv-500SyntaxErrorOnIvFailure.jsp?username=textvalue&password=textvalue2 name=username type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=415 notes=2 sig=0xa065d91
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-FalsePositives-GET/Case02-FalsePositiveInjectionInLogin-PsAndIv-500SyntaxErrorOnIvFailure.jsp?username=SInjection-FalsePositives-GET&password=textvalue2 name=SInjection-FalsePositives-GET type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1166 notes=3 sig=0xb52fa7cc
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-FalsePositives-GET/Case02-FalsePositiveInjectionInLogin-PsAndIv-500SyntaxErrorOnIvFailure.jsp?username=SQL-Injection&password=textvalue2 name=SQL-Injection type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1166 notes=3 sig=0xb52fa7cc
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-FalsePositives-GET/Case03-FalsePositiveInjectionInLogin-PsAndIv-200ErrorOnIvFailure.jsp name=Case03-FalsePositiveInjectionInLogin-PsAndIv-200ErrorOnIvFailure.jsp type=file linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=705 notes=2 sig=0x5adecd2d
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-FalsePositives-GET/Case03-FalsePositiveInjectionInLogin-PsAndIv-200ErrorOnIvFailure.jsp?username=textvalue&password=textvalue2 name=password type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=397 notes=0 sig=0xffbfffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-FalsePositives-GET/Case03-FalsePositiveInjectionInLogin-PsAndIv-200ErrorOnIvFailure.jsp?username=textvalue&password=textvalue2 name=username type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=397 notes=0 sig=0xffbfffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-FalsePositives-GET/Case04-FalsePositiveInjectionInLogin-PsAndIv-200SyntaxErrorOnIvFailure.jsp name=Case04-FalsePositiveInjectionInLogin-PsAndIv-200SyntaxErrorOnIvFailure.jsp type=file linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=729 notes=2 sig=0x5ad8cd2d
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-FalsePositives-GET/Case04-FalsePositiveInjectionInLogin-PsAndIv-200SyntaxErrorOnIvFailure.jsp?username=textvalue&password=textvalue2 name=password type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=415 notes=1 sig=0xb5ecf689
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-FalsePositives-GET/Case04-FalsePositiveInjectionInLogin-PsAndIv-200SyntaxErrorOnIvFailure.jsp?username=textvalue&password=textvalue2 name=username type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=415 notes=1 sig=0xb5ecf689
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-FalsePositives-GET/Case05-FalsePositiveInjectionInLogin-PsAndIv-Different200ValidOnIvFailure.jsp name=Case05-FalsePositiveInjectionInLogin-PsAndIv-Different200ValidOnIvFailure.jsp type=file linked=yes browsers=0 browser_used=FAST dup=1 code=200 len=720 notes=2 sig=0x5adecd2d
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-FalsePositives-GET/Case05-FalsePositiveInjectionInLogin-PsAndIv-Different200ValidOnIvFailure.jsp?username=textvalue&password=textvalue2 name=password type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=403 notes=0 sig=0xffbfffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-FalsePositives-GET/Case05-FalsePositiveInjectionInLogin-PsAndIv-Different200ValidOnIvFailure.jsp?username=textvalue&password=textvalue2 name=username type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=403 notes=0 sig=0xffbfffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-FalsePositives-GET/Case06-FalsePositiveInjectionInLogin-HoneyPotNoSQL-Fake500SyntaxErrorOnIvFailure.jsp name=Case06-FalsePositiveInjectionInLogin-HoneyPotNoSQL-Fake500SyntaxErrorOnIvFailure.jsp type=file linked=yes browsers=0 browser_used=FAST dup=1 code=200 len=752 notes=2 sig=0x5ad2cd29
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-FalsePositives-GET/Case06-FalsePositiveInjectionInLogin-HoneyPotNoSQL-Fake500SyntaxErrorOnIvFailure.jsp?username=textvalue&password=textvalue2 name=password type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=428 notes=2 sig=0xa065d91
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-FalsePositives-GET/Case06-FalsePositiveInjectionInLogin-HoneyPotNoSQL-Fake500SyntaxErrorOnIvFailure.jsp?username=textvalue&password=SInjection-FalsePositives-GET name=SInjection-FalsePositives-GET type=value linked=no browsers=0 browser_used=FAST dup=0 code=500 len=1314 notes=3 sig=0xb52fa7cc
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-FalsePositives-GET/Case06-FalsePositiveInjectionInLogin-HoneyPotNoSQL-Fake500SyntaxErrorOnIvFailure.jsp?username=textvalue&password=SQL-Injection name=SQL-Injection type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1314 notes=3 sig=0xb52fa7cc
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-FalsePositives-GET/Case06-FalsePositiveInjectionInLogin-HoneyPotNoSQL-Fake500SyntaxErrorOnIvFailure.jsp?username=textvalue&password=textvalue2 name=username type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=428 notes=2 sig=0xa065d91
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-FalsePositives-GET/Case06-FalsePositiveInjectionInLogin-HoneyPotNoSQL-Fake500SyntaxErrorOnIvFailure.jsp?username=SInjection-FalsePositives-GET&password=textvalue2 name=SInjection-FalsePositives-GET type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1314 notes=3 sig=0xb52fa7cc
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-FalsePositives-GET/Case06-FalsePositiveInjectionInLogin-HoneyPotNoSQL-Fake500SyntaxErrorOnIvFailure.jsp?username=SQL-Injection&password=textvalue2 name=SQL-Injection type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1314 notes=3 sig=0xb52fa7cc
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-FalsePositives-GET/Case07-FalsePositiveInjectionInLogin-PsAndIv-500ErrorOnUnrelatedSyntaxError.jsp name=Case07-FalsePositiveInjectionInLogin-PsAndIv-500ErrorOnUnrelatedSyntaxError.jsp type=file linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=741 notes=2 sig=0x5ad4cd2d
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-FalsePositives-GET/Case07-FalsePositiveInjectionInLogin-PsAndIv-500ErrorOnUnrelatedSyntaxError.jsp?username=textvalue&password=textvalue2 name=password type=param linked=yes browsers=0 browser_used=FAST dup=0 code=500 len=1538 notes=3 sig=0x4253ea32
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-FalsePositives-GET/Case07-FalsePositiveInjectionInLogin-PsAndIv-500ErrorOnUnrelatedSyntaxError.jsp?username=textvalue&password=textvalue2 name=username type=param linked=yes browsers=0 browser_used=FAST dup=0 code=500 len=1538 notes=3 sig=0x4253ea32
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-FalsePositives-GET/Case08-FalsePositiveInjectionInLogin-PsAndIv-200ErrorOnUnrelatedSyntaxError.jsp name=Case08-FalsePositiveInjectionInLogin-PsAndIv-200ErrorOnUnrelatedSyntaxError.jsp type=file linked=yes browsers=0 browser_used=FAST dup=1 code=200 len=741 notes=2 sig=0x5ad8cd2d
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-FalsePositives-GET/Case08-FalsePositiveInjectionInLogin-PsAndIv-200ErrorOnUnrelatedSyntaxError.jsp?username=textvalue&password=textvalue2 name=password type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=659 notes=1 sig=0x425119f2
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-FalsePositives-GET/Case08-FalsePositiveInjectionInLogin-PsAndIv-200ErrorOnUnrelatedSyntaxError.jsp?username=textvalue&password=textvalue2 name=username type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=659 notes=1 sig=0x425119f2
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-FalsePositives-GET/Case09-FalsePositiveInjectionInUpdate-PsAndIv-Different200ValidOnIvFailure.jsp name=Case09-FalsePositiveInjectionInUpdate-PsAndIv-Different200ValidOnIvFailure.jsp type=file linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=741 notes=2 sig=0x5b22174d
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-FalsePositives-GET/Case09-FalsePositiveInjectionInUpdate-PsAndIv-Different200ValidOnIvFailure.jsp?transactionDate=2010-02-02 name=transactionDate type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=403 notes=0 sig=0xffbfffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-FalsePositives-GET/Case10-FalsePositiveInjectionInUpdate-PsAndIv-Identical200Response.jsp name=Case10-FalsePositiveInjectionInUpdate-PsAndIv-Identical200Response.jsp type=file linked=yes browsers=0 browser_used=FAST dup=1 code=200 len=707 notes=2 sig=0x5b22174d
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-FalsePositives-GET/Case10-FalsePositiveInjectionInUpdate-PsAndIv-Identical200Response.jsp?transactionDate=2010-02-02 name=transactionDate type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=377 notes=0 sig=0xffbfffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-FalsePositives-GET/index.jsp name=index.jsp type=file linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=9707 notes=0 sig=0xfff7ffff
