GET http://localhost:8090/ name=http://localhost:8090/ type=serv linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=11230 notes=4 sig=0x4fd0dc74
GET http://localhost:8090/wavsep/ name=wavsep type=dir linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=1504 notes=2 sig=0x29758154
GET http://localhost:8090/wavsep/active/ name=active type=dir linked=yes browsers=0 browser_used=FAST dup=0 returns_404 code=404 len=1022 notes=0 sig=0x9567aba5
GET http://localhost:8090/wavsep/active/SQL-Injection/ name=SQL-Injection type=dir linked=yes browsers=0 browser_used=FAST dup=0 returns_404 code=404 len=1050 notes=0 sig=0xa51448bc
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Valid/ name=SInjection-Detection-Evaluation-GET-200Valid type=dir linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=20634 notes=2 sig=0x9931ed77
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Valid/Case01-InjectionInLogin-String-LoginBypass-WithDifferent200Responses.jsp name=Case01-InjectionInLogin-String-LoginBypass-WithDifferent200Responses.jsp type=file linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=665 notes=2 sig=0x5adecd2d
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Valid/Case01-InjectionInLogin-String-LoginBypass-WithDifferent200Responses.jsp?username=textvalue&password=textvalue2 name=password type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=353 notes=0 sig=0xffbfffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Valid/Case01-InjectionInLogin-String-LoginBypass-WithDifferent200Responses.jsp?username=textvalue&password=textvalue2 name=username type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=353 notes=0 sig=0xffbfffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Valid/Case02-InjectionInSearch-String-UnionExploit-WithDifferent200Responses.jsp name=Case02-InjectionInSearch-String-UnionExploit-WithDifferent200Responses.jsp type=file linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=603 notes=2 sig=0x4ba73641
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Valid/Case02-InjectionInSearch-String-UnionExploit-WithDifferent200Responses.jsp?msg=textvalue name=msg type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=472 notes=1 sig=0xfffa2b4b
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Valid/Case02-InjectionInSearch-String-UnionExploit-WithDifferent200Responses.jsp?msg=1 name=1 type=value linked=no browsers=0 browser_used=FAST dup=0 code=200 len=546 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Valid/Case02-InjectionInSearch-String-UnionExploit-WithDifferent200Responses.jsp?msg=13 name=13 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=546 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Valid/Case02-InjectionInSearch-String-UnionExploit-WithDifferent200Responses.jsp?msg=132 name=132 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=546 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Valid/Case02-InjectionInSearch-String-UnionExploit-WithDifferent200Responses.jsp?msg=Hello name=Hello type=value linked=no browsers=0 browser_used=FAST dup=0 code=200 len=653 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Valid/Case03-InjectionInCalc-String-BooleanExploit-WithDifferent200Responses.jsp name=Case03-InjectionInCalc-String-BooleanExploit-WithDifferent200Responses.jsp type=file linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=632 notes=2 sig=0x529f87c9
